salesperson,transaction_count,total_sales,average_sale_price,total_commission,average_commission_rate,first_sale_date,last_sale_date
Derek Webster,1,34740.0,34740.0,4268.95,0.1229,2023-01-27,2023-01-27
Mark West,1,34740.0,34740.0,3332.48,0.0959,2023-02-14,2023-02-14
Dominic Morrison,1,34739.0,34739.0,4099.02,0.118,2022-06-19,2022-06-19
Terry Burton,1,34738.0,34738.0,1866.43,0.0537,2022-06-14,2022-06-14
Michael Galvan,1,34736.0,34736.0,2331.38,0.0671,2023-02-04,2023-02-04
Jennifer Chavez,1,34735.0,34735.0,1983.25,0.0571,2022-05-18,2022-05-18
Gina May,1,34735.0,34735.0,2714.99,0.0782,2022-08-29,2022-08-29
Cassie Ford,1,34735.0,34735.0,2755.24,0.0793,2023-03-19,2023-03-19
Michael Graves,1,34735.0,34735.0,5133.56,0.1478,2023-03-12,2023-03-12
Luis Nash,1,34735.0,34735.0,1744.4,0.0502,2022-12-01,2022-12-01
Kyle Harvey,1,34735.0,34735.0,2264.06,0.0652,2022-09-11,2022-09-11
Samuel Benson,1,34734.0,34734.0,3841.2,0.1106,2022-11-05,2022-11-05
Philip Williams,1,34733.0,34733.0,1781.55,0.0513,2022-12-18,2022-12-18
Eric Morrow,1,34733.0,34733.0,4980.64,0.1434,2022-09-11,2022-09-11
Larry Romero,1,34730.0,34730.0,4265.92,0.1228,2022-09-04,2022-09-04
Christian Decker,1,34729.0,34729.0,4951.17,0.1426,2023-02-20,2023-02-20
Jamie Adams,1,34729.0,34729.0,4803.59,0.1383,2023-01-25,2023-01-25
Bethany Boyd,1,34728.0,34728.0,4251.95,0.1224,2022-05-25,2022-05-25
Heather Martinez,2,34727.0,17363.5,3734.88,0.1102,2022-05-27,2022-09-17
Jesse Mcclain,1,34726.0,34726.0,3344.48,0.0963,2023-02-08,2023-02-08
Becky Lee,1,34726.0,34726.0,3352.69,0.0965,2023-01-14,2023-01-14
Gene Young,1,34722.0,34722.0,4854.0,0.1398,2022-09-22,2022-09-22
Kimberly Gill,1,34722.0,34722.0,3280.79,0.0945,2022-06-22,2022-06-22
Cindy Hayes,1,34721.0,34721.0,3676.99,0.1059,2023-02-10,2023-02-10
Mrs. Alyssa Ward,1,34721.0,34721.0,4526.62,0.1304,2023-01-05,2023-01-05
Christopher Bass,1,34718.0,34718.0,1809.26,0.0521,2022-09-09,2022-09-09
Joel Patton,1,34717.0,34717.0,3422.97,0.0986,2022-10-20,2022-10-20
Karen Wilkinson,1,34715.0,34715.0,4928.6,0.142,2022-07-29,2022-07-29
Dylan White,2,34715.0,17357.5,3192.66,0.0935,2022-05-07,2022-09-08
Kari Clarke,1,34707.0,34707.0,4508.06,0.1299,2022-12-26,2022-12-26
Sara Cunningham,1,34706.0,34706.0,3998.43,0.1152,2023-04-16,2023-04-16
Andrew Olsen,1,34705.0,34705.0,4485.9,0.1293,2022-12-28,2022-12-28
Karen Robinson,1,34704.0,34704.0,3875.36,0.1117,2023-02-22,2023-02-22
Mary Barton,1,34704.0,34704.0,1874.44,0.054,2022-10-19,2022-10-19
Philip Moore,1,34702.0,34702.0,4351.49,0.1254,2023-04-28,2023-04-28
Cheryl Ford,1,34702.0,34702.0,3788.93,0.1092,2022-06-16,2022-06-16
Eric Floyd,1,34701.0,34701.0,5142.4,0.1482,2022-05-21,2022-05-21
William Hamilton,1,34701.0,34701.0,2711.59,0.0781,2022-05-14,2022-05-14
Mr. Zachary Fitzpatrick,1,34701.0,34701.0,2970.38,0.0856,2022-11-06,2022-11-06
Kyle Soto,1,34699.0,34699.0,1914.99,0.0552,2022-12-23,2022-12-23
Jose Shaffer,1,34699.0,34699.0,3277.64,0.0945,2023-04-20,2023-04-20
Susan Gallagher,1,34699.0,34699.0,3861.84,0.1113,2022-12-15,2022-12-15
Ashley Robbins,1,34698.0,34698.0,4090.8,0.1179,2022-10-05,2022-10-05
Jeffrey Mack,1,34697.0,34697.0,3684.82,0.1062,2022-05-07,2022-05-07
Michael Pitts,1,34697.0,34697.0,4195.19,0.1209,2022-10-06,2022-10-06
Nicholas Hart,1,34697.0,34697.0,4788.32,0.138,2023-01-18,2023-01-18
Amber Kerr,1,34697.0,34697.0,1760.46,0.0507,2022-05-20,2022-05-20
Micheal George,1,34696.0,34696.0,4730.1,0.1363,2022-08-14,2022-08-14
Bradley Campbell,1,34695.0,34695.0,1944.14,0.056,2022-10-20,2022-10-20
Jordan Mccormick,1,34695.0,34695.0,2040.79,0.0588,2023-02-28,2023-02-28
Maria Maxwell,1,34694.0,34694.0,3121.85,0.09,2022-11-15,2022-11-15
Jenna Morse,1,34693.0,34693.0,4710.81,0.1358,2023-01-09,2023-01-09
Evelyn Heath,1,34691.0,34691.0,1772.25,0.0511,2022-05-02,2022-05-02
Russell Novak,1,34691.0,34691.0,4438.39,0.1279,2022-05-12,2022-05-12
Erica Lane,1,34691.0,34691.0,2775.95,0.08,2023-01-19,2023-01-19
Mark Burns,1,34689.0,34689.0,3286.66,0.0947,2023-04-10,2023-04-10
Kevin Carpenter,1,34689.0,34689.0,2287.73,0.0659,2023-02-26,2023-02-26
Regina Flores,1,34686.0,34686.0,3776.6,0.1089,2022-11-20,2022-11-20
Frank Castro,1,34684.0,34684.0,5119.69,0.1476,2022-09-04,2022-09-04
Autumn Patton,1,34683.0,34683.0,2350.38,0.0678,2022-11-05,2022-11-05
Morgan Dodson,1,34682.0,34682.0,2981.97,0.086,2023-03-07,2023-03-07
Benjamin Obrien,1,34682.0,34682.0,2546.96,0.0734,2022-08-24,2022-08-24
Leon Jones,1,34682.0,34682.0,5000.54,0.1442,2023-02-25,2023-02-25
Jerry Stanley,1,34680.0,34680.0,3963.38,0.1143,2022-09-25,2022-09-25
John Jacobs,1,34680.0,34680.0,4405.1,0.127,2022-12-07,2022-12-07
Zachary Munoz,1,34679.0,34679.0,3981.29,0.1148,2022-12-01,2022-12-01
Brittney Charles,1,34677.0,34677.0,4109.0,0.1185,2022-10-22,2022-10-22
Kim Marshall,1,34675.0,34675.0,3266.99,0.0942,2023-03-21,2023-03-21
Michael Little,1,34674.0,34674.0,3099.23,0.0894,2022-06-16,2022-06-16
Nina Cox,1,34672.0,34672.0,4630.51,0.1336,2022-12-14,2022-12-14
Nicole Sawyer,1,34670.0,34670.0,3128.42,0.0902,2022-09-08,2022-09-08
Shelby Avery,1,34670.0,34670.0,1861.65,0.0537,2022-09-30,2022-09-30
Anna Harris,2,34670.0,17335.0,3757.37,0.118,2022-07-14,2023-04-19
Isabella Allison,1,34667.0,34667.0,3818.54,0.1101,2022-06-15,2022-06-15
Laurie English,1,34667.0,34667.0,4697.74,0.1355,2022-11-29,2022-11-29
Paul Fletcher,1,34667.0,34667.0,4671.03,0.1347,2023-03-23,2023-03-23
Mrs. Abigail Graham,1,34666.0,34666.0,2774.63,0.08,2022-06-30,2022-06-30
Dr. Shawn Pierce MD,1,34666.0,34666.0,4734.91,0.1366,2022-11-27,2022-11-27
Larry Butler,1,34663.0,34663.0,2838.31,0.0819,2022-12-13,2022-12-13
Elizabeth Chavez,1,34662.0,34662.0,4019.57,0.116,2023-02-07,2023-02-07
Joshua Lambert,1,34658.0,34658.0,4431.56,0.1279,2023-04-19,2023-04-19
Jeffrey Reyes,1,34658.0,34658.0,2096.59,0.0605,2022-09-08,2022-09-08
Jose Barrett,1,34658.0,34658.0,2155.06,0.0622,2022-10-28,2022-10-28
Kristi Sanford,1,34657.0,34657.0,3971.26,0.1146,2022-08-29,2022-08-29
Robert Lam,1,34657.0,34657.0,1886.24,0.0544,2022-06-05,2022-06-05
Stephanie Spencer MD,1,34654.0,34654.0,3637.39,0.105,2023-02-09,2023-02-09
Virginia Lam,1,34651.0,34651.0,4523.29,0.1305,2022-12-29,2022-12-29
Jamie Rangel,1,34649.0,34649.0,4579.53,0.1322,2022-08-25,2022-08-25
Diana Ross,1,34648.0,34648.0,2459.91,0.071,2022-06-08,2022-06-08
Carolyn Baldwin,1,34648.0,34648.0,3197.64,0.0923,2023-03-26,2023-03-26
Nancy Carter,1,34647.0,34647.0,3901.7,0.1126,2022-05-16,2022-05-16
Stacy Weiss,1,34645.0,34645.0,2574.24,0.0743,2022-09-21,2022-09-21
Kristen Harper,1,34643.0,34643.0,4572.32,0.132,2023-04-01,2023-04-01
Kirk Dominguez,1,34642.0,34642.0,2637.46,0.0761,2022-08-30,2022-08-30
Curtis Holder,1,34641.0,34641.0,3191.09,0.0921,2023-01-07,2023-01-07
Ronald Best,1,34640.0,34640.0,4009.89,0.1158,2022-08-22,2022-08-22
Roberto Hamilton,1,34639.0,34639.0,3494.72,0.1009,2022-11-30,2022-11-30
Corey Wilcox,1,34637.0,34637.0,2242.78,0.0648,2023-03-06,2023-03-06
Bradley Jackson,1,34636.0,34636.0,1936.59,0.0559,2023-01-23,2023-01-23
Bonnie Gonzalez,1,34636.0,34636.0,5145.74,0.1486,2023-02-06,2023-02-06
Alex Brooks,1,34635.0,34635.0,3472.61,0.1003,2022-09-30,2022-09-30
Mr. Allen Juarez,1,34634.0,34634.0,4903.71,0.1416,2022-08-10,2022-08-10
Faith Patterson,1,34634.0,34634.0,2316.25,0.0669,2022-09-07,2022-09-07
Christopher Cantrell,1,34634.0,34634.0,3572.97,0.1032,2022-09-16,2022-09-16
Jeffery Brennan,1,34632.0,34632.0,5165.93,0.1492,2022-07-17,2022-07-17
Lindsey Nunez,1,34631.0,34631.0,1868.88,0.054,2023-03-24,2023-03-24
Megan Estrada,2,34629.0,17314.5,4289.25,0.1256,2022-09-05,2023-01-28
Julie Kelly,1,34628.0,34628.0,3736.42,0.1079,2022-10-04,2022-10-04
Gregory Banks,1,34628.0,34628.0,4976.5,0.1437,2023-04-04,2023-04-04
Marcus Jacobson,1,34627.0,34627.0,2540.3,0.0734,2022-05-27,2022-05-27
Julie Rivera,1,34627.0,34627.0,2471.09,0.0714,2022-09-10,2022-09-10
Colton Stewart,1,34625.0,34625.0,5060.17,0.1461,2022-12-05,2022-12-05
Tracy Turner,1,34624.0,34624.0,3379.76,0.0976,2022-06-25,2022-06-25
Margaret Terry,1,34624.0,34624.0,3583.15,0.1035,2022-09-16,2022-09-16
Robin Henderson,1,34623.0,34623.0,3348.75,0.0967,2022-11-28,2022-11-28
Andrew Villegas,1,34623.0,34623.0,3686.91,0.1065,2023-04-20,2023-04-20
Robert Sanford,1,34623.0,34623.0,2916.95,0.0842,2022-07-21,2022-07-21
Alan Salinas,1,34621.0,34621.0,2432.15,0.0703,2022-06-09,2022-06-09
Omar Lewis,1,34620.0,34620.0,4347.41,0.1256,2022-09-02,2022-09-02
Juan Delacruz,1,34620.0,34620.0,3746.16,0.1082,2023-02-25,2023-02-25
Samuel Aguilar,1,34615.0,34615.0,4736.16,0.1368,2022-08-31,2022-08-31
Darlene Tate,1,34614.0,34614.0,2991.63,0.0864,2022-06-26,2022-06-26
Denise Roberts,1,34613.0,34613.0,2087.56,0.0603,2022-08-14,2022-08-14
Jonathan David,1,34613.0,34613.0,3502.58,0.1012,2022-10-12,2022-10-12
Monica Bowers,2,34610.0,17305.0,3376.15,0.0986,2022-08-01,2022-10-21
Karen Hawkins,1,34610.0,34610.0,4698.83,0.1358,2023-03-13,2023-03-13
Erik Kline,1,34608.0,34608.0,4182.36,0.1208,2023-02-28,2023-02-28
Sheila Santos PhD,1,34603.0,34603.0,5113.15,0.1478,2022-09-06,2022-09-06
Bradley Russell,1,34602.0,34602.0,3065.4,0.0886,2022-08-12,2022-08-12
Johnathan Wilkins DDS,1,34601.0,34601.0,4515.6,0.1305,2022-08-09,2022-08-09
Dawn Cox,1,34598.0,34598.0,5076.08,0.1467,2023-01-18,2023-01-18
Alison Cox,1,34596.0,34596.0,3872.43,0.1119,2023-03-16,2023-03-16
Chelsea Young,1,34595.0,34595.0,2626.75,0.0759,2022-08-15,2022-08-15
Cory Sawyer,1,34595.0,34595.0,4608.66,0.1332,2022-10-02,2022-10-02
Todd White,2,34594.0,17297.0,3170.28,0.1038,2022-08-15,2022-12-22
Sarah Lin,1,34590.0,34590.0,2925.6,0.0846,2023-04-23,2023-04-23
Stephanie Curtis,1,34589.0,34589.0,3166.01,0.0915,2022-10-09,2022-10-09
Jenny Brown,1,34588.0,34588.0,3829.93,0.1107,2023-01-27,2023-01-27
Jacob Turner,1,34588.0,34588.0,4484.87,0.1297,2023-02-17,2023-02-17
Samantha Fisher,1,34586.0,34586.0,4605.65,0.1332,2022-12-21,2022-12-21
Carolyn Lewis,1,34583.0,34583.0,2511.74,0.0726,2022-07-18,2022-07-18
Thomas Grant,1,34581.0,34581.0,3655.5,0.1057,2022-12-24,2022-12-24
Stephen Palmer,1,34581.0,34581.0,5012.96,0.145,2022-06-21,2022-06-21
Mark Zhang,1,34581.0,34581.0,2629.12,0.076,2023-03-08,2023-03-08
Stephanie Serrano,1,34580.0,34580.0,2112.45,0.0611,2023-03-18,2023-03-18
Erin Maynard,1,34580.0,34580.0,1907.87,0.0552,2022-11-17,2022-11-17
Sally Martin,1,34580.0,34580.0,4033.38,0.1166,2022-08-17,2022-08-17
Kenneth Welch,1,34579.0,34579.0,2888.44,0.0835,2022-09-10,2022-09-10
Ruben Gutierrez,1,34578.0,34578.0,2591.64,0.075,2022-07-31,2022-07-31
Collin Johnson,1,34578.0,34578.0,1855.05,0.0536,2023-03-20,2023-03-20
Amy Grant DDS,1,34577.0,34577.0,3260.25,0.0943,2022-11-16,2022-11-16
Timothy Jenkins,1,34577.0,34577.0,1942.86,0.0562,2022-08-06,2022-08-06
Donald Kim,1,34576.0,34576.0,3961.96,0.1146,2023-03-13,2023-03-13
Gina Moore,1,34576.0,34576.0,2578.42,0.0746,2022-06-17,2022-06-17
Nancy English,1,34573.0,34573.0,1880.55,0.0544,2023-04-22,2023-04-22
Gregory Fitzgerald,1,34572.0,34572.0,2665.93,0.0771,2022-06-28,2022-06-28
Kristin Hughes,1,34570.0,34570.0,2672.09,0.0773,2023-02-03,2023-02-03
Rachel Jimenez,1,34569.0,34569.0,2214.64,0.0641,2023-03-23,2023-03-23
Marie Jones,1,34566.0,34566.0,4408.42,0.1275,2022-05-18,2022-05-18
Nathan Rosario,1,34565.0,34565.0,2601.59,0.0753,2022-12-04,2022-12-04
Meredith Berger,1,34564.0,34564.0,3560.03,0.103,2022-10-25,2022-10-25
Douglas Flores,1,34564.0,34564.0,2451.34,0.0709,2022-10-30,2022-10-30
John Clay,1,34564.0,34564.0,3909.46,0.1131,2022-06-03,2022-06-03
Jeffrey Heath,1,34562.0,34562.0,3593.59,0.104,2022-05-18,2022-05-18
Hunter Davis,2,34559.0,17279.5,3140.24,0.0984,2022-07-22,2022-12-29
Jennifer Sosa,1,34558.0,34558.0,2042.1,0.0591,2023-03-01,2023-03-01
Christine Scott,1,34558.0,34558.0,4901.84,0.1418,2022-06-13,2022-06-13
Monique Keller,1,34557.0,34557.0,4281.6,0.1239,2023-03-15,2023-03-15
Adam Martinez,1,34557.0,34557.0,3068.97,0.0888,2022-07-10,2022-07-10
Colleen Pratt,1,34556.0,34556.0,2126.28,0.0615,2023-02-01,2023-02-01
Stephanie Jarvis,1,34556.0,34556.0,4622.21,0.1338,2022-06-09,2022-06-09
Anthony Shepherd,1,34556.0,34556.0,4647.8,0.1345,2022-08-30,2022-08-30
Taylor Bell,1,34554.0,34554.0,3844.76,0.1113,2022-05-30,2022-05-30
Becky Edwards,1,34552.0,34552.0,3172.49,0.0918,2022-11-30,2022-11-30
Robyn Boyd,1,34551.0,34551.0,3851.91,0.1115,2022-11-21,2022-11-21
Gary Oliver MD,1,34551.0,34551.0,3728.86,0.1079,2023-03-01,2023-03-01
Kevin Fuller,1,34548.0,34548.0,4682.08,0.1355,2023-01-18,2023-01-18
Nathan Bush,1,34547.0,34547.0,3790.67,0.1097,2022-08-18,2022-08-18
Denise Duncan,1,34546.0,34546.0,3169.75,0.0918,2023-03-14,2023-03-14
Adrian Roberts,1,34545.0,34545.0,4481.61,0.1297,2022-11-24,2022-11-24
Amber Zimmerman,1,34545.0,34545.0,4438.67,0.1285,2023-01-05,2023-01-05
Christopher Parker,1,34543.0,34543.0,2807.76,0.0813,2022-05-20,2022-05-20
Mercedes Decker,1,34543.0,34543.0,1999.56,0.0579,2023-04-03,2023-04-03
Andrea Baxter,1,34541.0,34541.0,4755.89,0.1377,2022-08-02,2022-08-02
Peggy Williams,1,34534.0,34534.0,4188.82,0.1213,2022-05-11,2022-05-11
Abigail Pruitt,1,34532.0,34532.0,2458.32,0.0712,2023-02-17,2023-02-17
Ryan Price,2,34527.0,17263.5,3468.08,0.1003,2022-05-24,2023-03-30
Tracey Murphy,1,34527.0,34527.0,2927.48,0.0848,2022-07-06,2022-07-06
Kelly Kennedy,1,34526.0,34526.0,2845.33,0.0824,2022-07-18,2022-07-18
Mary Foley,1,34525.0,34525.0,4624.74,0.134,2023-01-25,2023-01-25
Timothy Guzman,1,34525.0,34525.0,2683.93,0.0777,2022-06-12,2022-06-12
Veronica Robles,1,34523.0,34523.0,2110.23,0.0611,2022-06-04,2022-06-04
Francisco Lopez,1,34522.0,34522.0,3505.43,0.1015,2022-07-17,2022-07-17
Curtis Mcdowell,1,34520.0,34520.0,3791.94,0.1098,2022-07-09,2022-07-09
Corey Bradley,1,34519.0,34519.0,3085.54,0.0894,2022-11-26,2022-11-26
Jennifer Knight,1,34519.0,34519.0,3727.23,0.108,2022-08-08,2022-08-08
Megan Galvan,1,34519.0,34519.0,1795.84,0.052,2022-12-04,2022-12-04
Cody Ortiz,1,34517.0,34517.0,2740.84,0.0794,2022-11-07,2022-11-07
Kristy Robertson,1,34517.0,34517.0,2692.73,0.078,2022-09-03,2022-09-03
Sally Moody,1,34514.0,34514.0,2264.51,0.0656,2022-10-25,2022-10-25
Steven Wright,1,34514.0,34514.0,4682.01,0.1357,2022-08-16,2022-08-16
Aaron Hood,1,34512.0,34512.0,4128.52,0.1196,2022-07-18,2022-07-18
Michael Bishop DDS,1,34512.0,34512.0,3753.21,0.1088,2022-06-28,2022-06-28
Allen Bryant,1,34512.0,34512.0,2034.28,0.0589,2022-06-04,2022-06-04
Catherine May,1,34512.0,34512.0,4161.19,0.1206,2022-12-24,2022-12-24
Stephanie Kelley,1,34512.0,34512.0,3379.83,0.0979,2023-03-27,2023-03-27
Robert Skinner,1,34510.0,34510.0,4687.89,0.1358,2022-11-18,2022-11-18
Christina Moon,2,34510.0,17255.0,3076.49,0.0863,2022-11-22,2022-12-20
Catherine Hernandez,1,34510.0,34510.0,2434.99,0.0706,2022-06-01,2022-06-01
Morgan Roberts,1,34508.0,34508.0,2742.59,0.0795,2023-04-03,2023-04-03
Beverly Newton,1,34507.0,34507.0,4678.06,0.1356,2022-07-21,2022-07-21
Renee Mathis,1,34501.0,34501.0,3414.64,0.099,2022-06-19,2022-06-19
Jenna Parker,1,34500.0,34500.0,2134.37,0.0619,2022-09-22,2022-09-22
Heather Bishop DDS,1,34499.0,34499.0,4611.04,0.1337,2022-11-15,2022-11-15
Bailey Spencer,1,34497.0,34497.0,4656.19,0.135,2022-12-06,2022-12-06
Blake Perez,1,34496.0,34496.0,3811.27,0.1105,2022-06-09,2022-06-09
Trevor Stewart,1,34496.0,34496.0,2052.37,0.0595,2023-04-22,2023-04-22
Kimberly Calhoun,1,34489.0,34489.0,4700.65,0.1363,2022-11-23,2022-11-23
Taylor Murphy,2,34488.0,17244.0,3478.36,0.1012,2022-07-29,2023-05-01
Vicki Mercer,1,34487.0,34487.0,2013.77,0.0584,2023-04-05,2023-04-05
Mr. Donald Price MD,1,34487.0,34487.0,2858.31,0.0829,2022-05-28,2022-05-28
Stacy Wagner,1,34484.0,34484.0,3527.68,0.1023,2023-03-11,2023-03-11
Todd Dickerson,1,34484.0,34484.0,2153.89,0.0625,2022-07-13,2022-07-13
Rebecca Wright,1,34483.0,34483.0,2382.4,0.0691,2022-12-30,2022-12-30
Kyle Ramos,1,34482.0,34482.0,3332.14,0.0966,2023-01-22,2023-01-22
Randy Sloan,1,34482.0,34482.0,2816.93,0.0817,2023-04-18,2023-04-18
Lisa Stout,1,34481.0,34481.0,1797.43,0.0521,2023-04-05,2023-04-05
Christian Knight,1,34481.0,34481.0,4036.22,0.1171,2023-01-16,2023-01-16
Laura Rich,1,34480.0,34480.0,5108.78,0.1482,2023-01-13,2023-01-13
Krista Shea,1,34479.0,34479.0,2338.18,0.0678,2023-03-14,2023-03-14
Daisy Miller,1,34476.0,34476.0,4579.89,0.1328,2022-09-26,2022-09-26
Leon Sanchez,1,34475.0,34475.0,4598.44,0.1334,2022-07-31,2022-07-31
William Duran,1,34475.0,34475.0,2977.67,0.0864,2023-03-21,2023-03-21
Steven Simmons,1,34475.0,34475.0,4285.97,0.1243,2022-09-26,2022-09-26
Kelsey Carter,1,34474.0,34474.0,3446.32,0.1,2022-11-22,2022-11-22
Michelle Fletcher,2,34473.0,17236.5,3516.37,0.1016,2022-08-12,2023-01-21
Melody Norton,1,34472.0,34472.0,4549.33,0.132,2022-05-31,2022-05-31
Lauren Garcia,1,34470.0,34470.0,3423.48,0.0993,2022-07-04,2022-07-04
Ana Williams,1,34470.0,34470.0,4132.15,0.1199,2023-03-04,2023-03-04
Renee Turner,1,34470.0,34470.0,3557.06,0.1032,2023-02-12,2023-02-12
Travis Rollins,1,34469.0,34469.0,2114.03,0.0613,2022-12-25,2022-12-25
Natasha Ramos,1,34467.0,34467.0,2035.2,0.059,2023-03-12,2023-03-12
Jay Mcintyre,1,34467.0,34467.0,3121.04,0.0906,2023-04-01,2023-04-01
Paul Tran,1,34464.0,34464.0,4656.01,0.1351,2023-01-22,2023-01-22
Megan Miller,1,34462.0,34462.0,2942.11,0.0854,2023-01-14,2023-01-14
Barbara Wilson,1,34462.0,34462.0,4388.4,0.1273,2022-08-12,2022-08-12
Tanner Davis,1,34462.0,34462.0,1878.81,0.0545,2022-09-03,2022-09-03
Linda Crawford,1,34461.0,34461.0,4005.87,0.1162,2022-11-08,2022-11-08
Tristan Giles,1,34461.0,34461.0,3907.12,0.1134,2022-08-13,2022-08-13
Joshua Tate,1,34461.0,34461.0,2674.59,0.0776,2022-12-24,2022-12-24
Scott Cook,1,34461.0,34461.0,2866.68,0.0832,2023-03-04,2023-03-04
Edward Vazquez,1,34460.0,34460.0,3169.56,0.092,2022-07-06,2022-07-06
Valerie Woods,1,34460.0,34460.0,2986.68,0.0867,2022-10-05,2022-10-05
Todd Gray,1,34460.0,34460.0,3518.2,0.1021,2022-10-07,2022-10-07
Samantha Avila,1,34459.0,34459.0,3411.67,0.099,2022-06-02,2022-06-02
Patricia Mclaughlin,1,34459.0,34459.0,2770.26,0.0804,2022-05-18,2022-05-18
Julia Grant,1,34458.0,34458.0,1826.39,0.053,2022-06-28,2022-06-28
Lisa Bush,1,34458.0,34458.0,5155.99,0.1496,2022-10-22,2022-10-22
Sydney Henderson,1,34458.0,34458.0,3988.03,0.1157,2022-09-06,2022-09-06
Dana Quinn,1,34454.0,34454.0,2467.6,0.0716,2022-06-10,2022-06-10
Evelyn Reynolds,1,34452.0,34452.0,3034.37,0.0881,2022-06-17,2022-06-17
Jeremy Mcgee,1,34452.0,34452.0,5049.27,0.1466,2022-09-16,2022-09-16
Karen Malone,1,34451.0,34451.0,3045.55,0.0884,2022-09-09,2022-09-09
Alexis Vasquez,1,34450.0,34450.0,2863.99,0.0831,2022-08-02,2022-08-02
Tiffany Keller,1,34449.0,34449.0,2144.77,0.0623,2023-04-12,2023-04-12
Dakota Johnson,1,34446.0,34446.0,2842.08,0.0825,2023-01-17,2023-01-17
Monique Shaw DVM,1,34445.0,34445.0,4640.75,0.1347,2023-01-19,2023-01-19
Tracy Garza,1,34445.0,34445.0,4757.4,0.1381,2023-01-23,2023-01-23
Alexa Reed,1,34444.0,34444.0,3008.43,0.0873,2022-07-14,2022-07-14
Charles Mills Jr.,1,34444.0,34444.0,4730.32,0.1373,2022-08-07,2022-08-07
Dr. Patrick Burns DDS,1,34444.0,34444.0,3906.13,0.1134,2022-05-13,2022-05-13
Jeffery Cline,1,34443.0,34443.0,4153.26,0.1206,2023-03-11,2023-03-11
Tammy Bond,1,34441.0,34441.0,3177.34,0.0923,2022-08-05,2022-08-05
Jesse Morris MD,1,34438.0,34438.0,3318.9,0.0964,2022-11-29,2022-11-29
Richard Brewer,1,34437.0,34437.0,2688.47,0.0781,2023-01-12,2023-01-12
Matthew Price,1,34437.0,34437.0,3530.33,0.1025,2022-05-09,2022-05-09
Anthony House,1,34434.0,34434.0,2149.07,0.0624,2022-12-27,2022-12-27
Meghan Cook,1,34433.0,34433.0,1914.03,0.0556,2023-04-01,2023-04-01
William Oconnor,1,34433.0,34433.0,4851.74,0.1409,2023-02-11,2023-02-11
Gary Taylor,1,34432.0,34432.0,5129.93,0.149,2023-03-09,2023-03-09
Benjamin Hancock,1,34431.0,34431.0,4593.26,0.1334,2022-06-21,2022-06-21
Brian Lindsey,1,34431.0,34431.0,3104.59,0.0902,2022-06-22,2022-06-22
Mary Torres,1,34430.0,34430.0,4426.1,0.1286,2023-03-28,2023-03-28
Randy Padilla,1,34429.0,34429.0,1831.97,0.0532,2023-02-09,2023-02-09
Lindsey Davis,1,34429.0,34429.0,3269.94,0.095,2022-06-30,2022-06-30
Tina Hanson,1,34427.0,34427.0,3189.35,0.0926,2022-07-13,2022-07-13
Haley Livingston,1,34426.0,34426.0,3589.74,0.1043,2022-12-03,2022-12-03
Anthony Collier,1,34425.0,34425.0,3948.05,0.1147,2022-08-04,2022-08-04
Chad Fisher,1,34423.0,34423.0,4407.36,0.128,2022-06-27,2022-06-27
Janet Patel,1,34421.0,34421.0,4093.56,0.1189,2022-07-16,2022-07-16
Angela Keller,1,34421.0,34421.0,3924.58,0.114,2022-09-11,2022-09-11
Trevor Rodriguez,1,34421.0,34421.0,5009.85,0.1455,2022-06-28,2022-06-28
Adam Lopez,1,34419.0,34419.0,2937.95,0.0854,2022-09-24,2022-09-24
Luke Stevens,1,34419.0,34419.0,4950.54,0.1438,2023-02-14,2023-02-14
Louis Pearson,1,34419.0,34419.0,2115.46,0.0615,2022-12-22,2022-12-22
Heather Parker,1,34418.0,34418.0,3787.86,0.1101,2022-09-12,2022-09-12
Dr. Aaron Webb,1,34418.0,34418.0,4824.93,0.1402,2023-04-10,2023-04-10
Leonard Hubbard,1,34418.0,34418.0,2598.22,0.0755,2022-09-16,2022-09-16
Blake Curtis,1,34416.0,34416.0,3937.98,0.1144,2023-02-01,2023-02-01
Dylan Rivera,1,34416.0,34416.0,4428.51,0.1287,2023-03-28,2023-03-28
Caitlin Klein,1,34415.0,34415.0,3475.41,0.101,2022-07-26,2022-07-26
Michael Mueller DDS,1,34414.0,34414.0,4756.55,0.1382,2022-10-18,2022-10-18
Erik Mccormick MD,1,34414.0,34414.0,3404.32,0.0989,2023-03-19,2023-03-19
Sara Rivera,1,34414.0,34414.0,4265.72,0.124,2022-08-04,2022-08-04
Steven Gomez,2,34411.0,17205.5,3384.08,0.098,2022-11-13,2023-02-17
Lori Black,1,34410.0,34410.0,2360.65,0.0686,2022-09-28,2022-09-28
Curtis Allen,1,34409.0,34409.0,3470.18,0.1009,2022-08-18,2022-08-18
Steven Combs,1,34409.0,34409.0,3597.35,0.1045,2022-08-08,2022-08-08
Jeffrey Fernandez,1,34409.0,34409.0,4103.25,0.1192,2022-11-24,2022-11-24
Jeremy Cook,1,34409.0,34409.0,2714.58,0.0789,2022-08-18,2022-08-18
Colleen Long,1,34408.0,34408.0,2287.07,0.0665,2022-11-19,2022-11-19
Isabella Torres,1,34408.0,34408.0,2822.39,0.082,2022-09-07,2022-09-07
Laurie Anderson,1,34407.0,34407.0,4469.89,0.1299,2022-07-09,2022-07-09
Misty Obrien,1,34406.0,34406.0,2398.5,0.0697,2022-10-20,2022-10-20
